,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
127,Alex Batista,5.0,this item is ive using months records hd videos gopro hero without problems,2013-11-21,382,1,0,1,1,1.0,0.2065493143772374
128,Alex Choung,5.0,this third purchase i theyve working fine far i installed smart phone cameras even used portable storage device i noticed issues them very good product,2013-01-03,704,0,0,0,0,0.0,0.0
129,alex Dahik,5.0,love little guy super fast lot space storage plug enjoy,2013-04-02,615,0,0,0,0,0.0,0.0
130,Alex,5.0,bought gopro hero camera silver editionworking without problems fastwas pleasantly surprised good quality memory card adapter now turn laptop directly,2013-05-31,556,0,0,0,0,0.0,0.0
131,alex,5.0,it great addition smart phone huge capacity store data also pretty fast record video lag recording,2013-04-30,587,0,0,0,0,0.0,0.0
132,Alex,5.0,the micro sd card well made great read write speeds added gray amount memory samsung galaxy s really recommend,2013-01-07,700,0,0,0,0,0.0,0.0
133,Alex,5.0,i bought item use gopro hero sell gopro website lot cheaper amazon have yet problems card,2013-08-13,482,1,0,1,1,1.0,0.2065493143772374
134,Alex Pomilio,5.0,works perfectly fair price immediately recognized device use good purchase,2014-07-02,159,0,0,0,0,0.0,0.0
135,"Alex ""Tell it like it is""",5.0,needs little formatting i yet see sandisk fail dont cut corners almost every brand sd cards fail except tried numerous brands devicesjust remember takes bit devices buffer information sd card static corrupt sd card usually easily fixed formatting always back documents pcmac soon possibleoh create playlists slideshows etc devices remove sd card device smart enough recompile put sd card back end blank playlists even though songs watch outlastly sd card work whatever reason google sd card formatting help out these gb versions seem formatting issues like gb ones even formatting fat fixes it,2013-11-09,394,0,0,0,0,0.0,0.0
136,Alex Vastartis,5.0,sandisk company trust offering good product low pricecomes adapter small case get full sd card size keep getting lost use,2014-01-07,335,0,0,0,0,0.0,0.0
137,Alex X,5.0,appears class holds much says does came sd card adapter even gave option forgo ridiculous plastic packages know hate the ones scissors refuse cut end hurting times getting open completely advertised,2013-11-03,400,0,0,0,0,0.0,0.0
138,Alex Zimmerman,5.0,i bought card gopro hero worked fine some people said problems cards new gopros i problems the micro card works anything also takes standard cards due included adapter,2013-10-31,403,0,0,0,0,0.0,0.0
139,Al Girardot,5.0,have always good experiences sandisk products this priced well i installed wifes cell phone immediately recognized not quite sure features chip supposed amount memory good deal extra features not,2013-02-03,673,0,0,0,0,0.0,0.0
140,A.L,5.0,comes nice little adapter microsdhc use normal size sd card also pretty neatconsidering price gb pretty reasonable class fast hd p video recording dslr camerai bought use gopro taking picture videos working great give anycorrupted files videos pictures yet its working pretty good sandisk pretty reliable brand able go wrong it,2013-06-20,536,0,0,0,0,0.0,0.0
141,Al,5.0,great value plenty storage phone tablet i looked around really good deal,2013-05-12,575,0,0,0,0,0.0,0.0
142,AL,5.0,shipped fast worked really well i use case i take lot photos loads fast,2014-05-14,208,0,0,0,0,0.0,0.0
143,"Ali Etezadkhah ""Ali""",1.0,i old sandisk sd card still works i thought new cards would reliable i wrongthe microsd card failed yesterday inside phone i used adapter connect computer mounti bought directly amazon third party vendor i know genuine sandisk,2013-06-22,534,0,0,0,0,0.0,0.0
144,Ali G Sandoval,5.0,best price anywhere,2014-07-14,147,0,0,0,0,0.0,0.0
145,Ali M. Faraj,5.0,i bought memory card samsung note amis really happy recommending product pleased it,2013-01-27,680,0,0,0,0,0.0,0.0
146,Ali Saberi,5.0,shipping fast product great quality great pricingi like manufacture i going order deviceslots space,2014-03-19,264,0,0,0,0,0.0,0.0
147,Alisha,4.0,so far good i bought samsung micro sd card bestbuy somehow erasedeverything so second one hopefully keeps stuff,2013-05-12,575,0,0,0,0,0.0,0.0
148,alisha,4.0,still gb left came hard case fore protection,2014-11-07,31,0,0,0,0,0.0,0.0
149,Ali Tweel,5.0,im using sd card samsung galaxy s instead another one i bought manufacture sandisk gb mobile microsdhc flash memory card sdsdqgaffp httpwwwamazoncomgpproductbkfxiderefohdetailsosiieutfpscits working perfectly since october,2013-05-26,561,0,0,0,0,0.0,0.0
150,A. Liu,2.0,used galaxy note past months all sudden longer writable i tried many ways reformat card even windows says format successful files remain i remove reinsert card since i private files card im able delete i want sent back sandisk replacement,2014-02-05,306,0,0,0,0,0.0,0.0
151,aljacobs,5.0,usual sandisk quality worked expected delivered time problems worked great android samsung tablet,2014-09-07,92,0,0,0,0,0.0,0.0
152,ALJ,5.0,put lumix camera works fast great complaints never issues highly recommended brand always comes,2013-04-18,599,0,0,0,0,0.0,0.0
153,Allan Araya Martnez,5.0,great product enough capacity delivers performance i happy product samsung galaxy s phone,2013-12-26,347,0,0,0,0,0.0,0.0
154,Allen,5.0,got cant beat price sandisk far always reliable me i two gb uhs cards older gb gb class class etc sandisk microsds including standard sds usb thumb drives stood tests one card i think failing i still able recover data just write anymore im pretty hard rewritable media what say,2014-03-15,268,0,0,0,0,0.0,0.0
155,"Allison &amp; Bill Dunn ""Alli""",5.0,great memory card using along roku works great fast transfer rate good capacity reasonable price what else could ask for,2013-05-11,576,1,0,1,1,1.0,0.2065493143772374
156,"Allnyfan ""Allnyfan""",4.0,cannot go wrong sandisk date works advertised the price great cost savings came amazon great reputation date far i concerned i purchased them,2013-05-12,575,0,0,0,0,0.0,0.0
157,"Aloha Jo Distributions ""PiggyBank Inc""",5.0,awesome card glad able use dslr,2014-10-07,62,0,0,0,0,0.0,0.0
158,AlphaTrio,5.0,great storage size being first adopter came out thought sale price excellent got duped its price since first introduced great action cam battery ran ran memory,2014-07-07,154,0,0,0,0,0.0,0.0
159,Alsina S. Jorge,4.0,no problem storage speed i difficulties insert card kingston reader httpwwwamazoncomkingstonflashmemoryreaderfcrhsdpbydqrefsrieutfqidsrkeywordscardreader i believ due sticker covering something one sides other microsd kind problem reader,2012-12-26,712,0,0,0,0,0.0,0.0
160,Al Swanson,4.0,replaced one crapped tablet taking apps hours time it,2014-06-13,178,0,0,0,0,0.0,0.0
161,AltarEgo23,5.0,i bought gift hubby seems quite well happy it it given issues certainly uses lot informationmedia smartphone since techie lol,2013-07-03,523,0,0,0,0,0.0,0.0
162,"Altone Argith ""midasknight2""",5.0,exactly i needed galaxy s word warningwith kitkat prevents apps editing changing deleting anything sd card stock apps come phone downloaded ones able to the trick pics movies whatever copy phones internal storage delete there until fix come non root work around operating system,2014-01-07,335,0,0,0,0,0.0,0.0
163,Alton L Spencer,3.0,worked great galaxy suntil work unknown reason used months crapped out back up your data with all these things though,2014-05-27,195,0,0,0,0,0.0,0.0
164,"Alton Rogers ""AGR""",5.0,we use cameras traveling with gb take bunch accessories we also use cell phones,2013-06-25,531,0,0,0,0,0.0,0.0
165,Alvaro Aros,5.0,enough storage dslrreally low price class cardu use several make linux based ssd,2013-09-16,448,0,0,0,0,0.0,0.0
166,"alwayseric ""alwayseric""",5.0,handy gb good size even though many devices claim support gb card many actually support g cardi like sandisk brand always trust not saying dont lemonbut happened everything,2013-01-30,677,0,0,0,0,0.0,0.0
167,Al Wilgus,5.0,i bought raspberry pi it large enough run full lamp server the price speed good bargain,2013-12-27,346,0,0,0,0,0.0,0.0
168,Alzain,5.0,good thanks sandiskyou must gopro cam get benefit cam yap,2013-12-21,352,0,0,0,0,0.0,0.0
169,amabostonian,4.0,i use raspberry pi sd adapter works faralso appeared genuine part although prolific sandisk counterfeiters gotten really sneaky recent yearsi like getting microsdhc cards adapted different device sizes for example lets say i buy used phone ereader needs memory card im using pi i take pis card take adapter put device rather pay money wait week delivery new one,2013-02-14,662,0,0,0,0,0.0,0.0
170,"A. Madrid ""Fresh""",5.0,just popped moved apps card works great video handled quickly apps start fast,2013-10-07,427,0,0,0,0,0.0,0.0
171,Amanda Veon,5.0,this great buy it work fine i use everyday cell phone the adapter great moving files computer cell phone will buy opportunity presents itself,2014-01-15,327,0,0,0,0,0.0,0.0
172,"A. Mandeville ""Somanytools""",5.0,oh i waited thisworks s samsung galaxyworks note samsungexcellent transfer rates close rated speeds mbs achievedusing make music collection truly portable so nice carry devices anymorehope review helps,2014-05-17,205,1,0,1,1,1.0,0.2065493143772374
173,A-Man,4.0,this micro sd card perfect smartphone user looking expand storage device i personally using one samsung galaxy note works like charm it adequately fast cheap fairly reliable if looking extremely fast speeds however consider sandisk extreme series fastest microsd cards world my card came adapter card plugs becomes full sized sd card if looking use camera device uses sd cards please look elsewhere these cards nearly fast full sized sd cards used cameras the adapter used transporting data phone device computer all all great buy smartphone user looking higher storage capacity the price fluctuates often catch em cheep i got mine around,2013-12-24,349,1,0,1,1,1.0,0.2065493143772374
